# exp. cross sections as a function of missing momentum 
# all cross sections include the bin correction factor 
#
# theta_nq = 45.0 
#
# Averaged for all contributing bins
#
# p_miss_av     : fm^-1, missing momentum (use for plotting averaged results)
# rho           : fm^3, reduced cross section (momentum distribution) 
# delta_rho     : fm^3, total error in reduced cross section (momentum distribution) 
# delta_rho1    : fm^3, total error in reduced cross section including chi2 of averaging 
#
# Kinematics and cross section for each contributing bin: 
#
#  th_e         : electron scattering angle (deg)
#  Ei           : incident energy (MeV)
#  omega        : energy transfer (MeV) 
#  qlab         : 3-momentum transfer in lab (MeV/c)
#  cos_phi      : cos(phi), phi reaction plane angle
#  pf           : final proton momentum (MeV/c)
#  p_miss       : averaged missing momentum (MeV/c)
#  pm_b         : missing momentum bin_center (MeV/c)
#  th_nq        : angle between recoiling neutron and qlab
#  sig_exp      : exp. cross section for this bin (nb/(MeV Sr^2))
#  dsig_exp     : error in exp cross section for this bin (nb/(MeV Sr^2))
#  sig_red_exp  : exp. red. cross section (rho) for this bin (fm^3)
#  dsig_red_exp : error in red. cross section (drho) for this bin (fm^3)
#  bc           : bin centering correction factor used: sig_exp_raw * bc = exp. cross section at avg. kinematics reported above 
#
# common values for Nr indicate kinematic settings that contribute to the same missing momentum bin and are used in averaging
#
#! Nr[i,0]/ p_miss_av[f,1]/ rho[f,2]/ delta_rho[f,3]/ delta_rho1[f,4]/ th_e[f,5]/ Ei[f,6]/ omega[f,7]/ qlab[f,8]/ cos_phi[f, 9]/ pf[f,10]/ p_miss[f,11]/ pm_b[f,12]/ th_nq[f,13]/ sig_exp[f,14]/ dsig_exp[f,15]/ bc[f,16]/ sig_red_exp[f,17]/ 
16 3.343  2.366e-05  4.624e-06  4.624e-06 12.161 10598.425 1724.090 2682.096 -0.89756 2265.188  659.422  660.000  45.088  1.800e-05  5.694e-06 0.96526  2.558e-05
16 3.343  2.366e-05  4.624e-06  4.624e-06 12.161 10598.582 1724.309 2682.216 -0.89881 2265.279  659.659  660.000  45.098  1.569e-05  4.963e-06 0.96440  2.228e-05
16 3.343  2.366e-05  4.624e-06  4.624e-06 11.833 10599.257 1614.878 2579.733 -0.96601 2144.898  661.977  660.000  43.129  1.545e-05  8.926e-06 0.99753  1.725e-05
16 3.343  2.366e-05  4.624e-06  4.624e-06 11.832 10599.193 1614.401 2579.370 -0.96589 2144.342  662.033  660.000  43.111  7.512e-05  3.364e-05 0.99941  8.382e-05
16 3.343  2.366e-05  4.624e-06  4.624e-06 11.833 10599.257 1614.804 2579.710 -0.96685 2144.747  662.089  660.000  43.122  5.203e-05  3.681e-05 0.99265  5.807e-05
17 3.545  3.344e-05  4.627e-06  4.627e-06 12.237 10598.376 1751.499 2707.104 -0.88086 2269.761  699.000  700.000  45.232  2.395e-05  6.187e-06 0.96113  3.522e-05
17 3.545  3.344e-05  4.627e-06  4.627e-06 12.236 10598.421 1751.605 2707.069 -0.88084 2269.727  699.230  700.000  45.244  2.349e-05  5.702e-06 0.96363  3.454e-05
17 3.545  3.344e-05  4.627e-06  4.627e-06 11.908 10599.120 1645.287 2606.073 -0.95866 2153.006  701.116  700.000  43.568  2.342e-05  1.172e-05 0.98733  2.696e-05
17 3.545  3.344e-05  4.627e-06  4.627e-06 11.908 10599.064 1645.720 2606.250 -0.95881 2153.454  701.154  700.000  43.597  2.078e-05  1.470e-05 0.98915  2.392e-05
17 3.545  3.344e-05  4.627e-06  4.627e-06 11.908 10599.056 1645.135 2605.942 -0.95811 2152.813  701.156  700.000  43.564  3.145e-05  8.135e-06 0.98958  3.620e-05
18 3.747  1.794e-05  2.950e-06  2.950e-06 12.306 10598.317 1779.821 2731.843 -0.86440 2274.125  738.971  740.000  45.351  1.687e-05  4.682e-06 0.96013  2.563e-05
18 3.747  1.794e-05  2.950e-06  2.950e-06 12.310 10598.364 1779.528 2732.113 -0.86358 2273.749  739.059  740.000  45.297  1.198e-05  4.238e-06 0.95873  1.825e-05
18 3.747  1.794e-05  2.950e-06  2.950e-06 11.975 10598.817 1674.133 2630.534 -0.95002 2158.462  740.294  740.000  43.849  5.755e-06  5.755e-06 0.98251  6.814e-06
18 3.747  1.794e-05  2.950e-06  2.950e-06 11.976 10598.870 1674.744 2630.980 -0.94997 2159.066  740.385  740.000  43.869  1.645e-05  4.401e-06 0.98400  1.949e-05
18 3.747  1.794e-05  2.950e-06  2.950e-06 11.976 10598.861 1674.522 2630.818 -0.95001 2158.780  740.451  740.000  43.860  1.665e-05  7.448e-06 0.98392  1.972e-05
19 3.948  1.791e-05  2.688e-06  2.872e-06 12.371 10598.312 1808.762 2756.303 -0.84898 2278.395  778.751  780.000  45.432  9.147e-06  3.735e-06 0.96264  1.433e-05
19 3.948  1.791e-05  2.688e-06  2.872e-06 12.371 10598.252 1809.384 2756.680 -0.84983 2279.036  778.797  780.000  45.458  1.870e-05  5.002e-06 0.96450  2.930e-05
19 3.948  1.791e-05  2.688e-06  2.872e-06 12.036 10598.694 1704.090 2654.943 -0.94183 2164.040  779.794  780.000  44.095  1.455e-05  3.433e-06 0.98314  1.769e-05
19 3.948  1.791e-05  2.688e-06  2.872e-06 12.036 10598.701 1703.888 2654.817 -0.94182 2163.792  779.834  780.000  44.086  2.042e-05  6.809e-06 0.98191  2.482e-05
19 3.948  1.791e-05  2.688e-06  2.872e-06 12.039 10598.783 1704.617 2655.577 -0.94217 2164.576  779.850  780.000  44.091  8.037e-06  5.684e-06 0.98185  9.785e-06
20 4.150  1.505e-05  2.326e-06  2.326e-06 12.429 10598.129 1838.832 2780.755 -0.83551 2283.036  818.555  820.000  45.508  9.923e-06  4.052e-06 0.96021  1.600e-05
20 4.150  1.505e-05  2.326e-06  2.326e-06 12.427 10598.165 1838.366 2780.212 -0.83559 2282.465  818.650  820.000  45.508  7.222e-06  3.230e-06 0.95793  1.163e-05
20 4.150  1.505e-05  2.326e-06  2.326e-06 12.093 10598.596 1735.159 2679.503 -0.93343 2169.923  819.405  820.000  44.303  1.388e-05  2.962e-06 0.98354  1.731e-05
20 4.150  1.505e-05  2.326e-06  2.326e-06 12.094 10598.454 1735.334 2679.774 -0.93318 2170.076  819.459  820.000  44.296  9.329e-06  5.387e-06 0.98563  1.165e-05
20 4.150  1.505e-05  2.326e-06  2.326e-06 12.093 10598.698 1735.322 2679.702 -0.93355 2169.979  819.575  820.000  44.299  1.243e-05  4.698e-06 0.98184  1.550e-05
21 4.352  8.208e-06  1.683e-06  2.092e-06 12.479 10598.242 1869.298 2804.535 -0.82234 2287.321  858.362  860.000  45.571  1.302e-05  4.606e-06 0.96028  2.154e-05
21 4.352  8.208e-06  1.683e-06  2.092e-06 12.481 10598.162 1870.028 2805.235 -0.82316 2288.102  858.374  860.000  45.579  5.554e-06  3.207e-06 0.95850  9.194e-06
21 4.352  8.208e-06  1.683e-06  2.092e-06 12.151 10598.434 1767.808 2705.309 -0.92588 2176.670  859.119  860.000  44.439  8.260e-06  2.134e-06 0.98368  1.060e-05
21 4.352  8.208e-06  1.683e-06  2.092e-06 12.151 10598.503 1767.550 2705.210 -0.92572 2176.363  859.156  860.000  44.425  4.719e-06  2.725e-06 0.98360  6.056e-06
21 4.352  8.208e-06  1.683e-06  2.092e-06 12.150 10598.471 1767.481 2705.051 -0.92590 2176.156  859.334  860.000  44.427  2.672e-06  2.672e-06 0.98134  3.427e-06
22 4.553  1.133e-05  1.976e-06  1.976e-06 12.520 10598.098 1901.395 2828.211 -0.81083 2292.655  898.139  900.000  45.684  6.572e-06  3.795e-06 0.96207  1.109e-05
22 4.553  1.133e-05  1.976e-06  1.976e-06 12.522 10598.174 1902.007 2828.783 -0.81249 2293.248  898.232  900.000  45.690  5.838e-06  3.371e-06 0.95949  9.856e-06
22 4.553  1.133e-05  1.976e-06  1.976e-06 12.202 10598.430 1799.852 2730.037 -0.91871 2182.045  898.801  900.000  44.511  9.102e-06  2.147e-06 0.98243  1.198e-05
22 4.553  1.133e-05  1.976e-06  1.976e-06 12.201 10598.339 1799.910 2729.870 -0.91927 2182.107  898.801  900.000  44.527  1.299e-05  4.332e-06 0.98490  1.707e-05
22 4.553  1.133e-05  1.976e-06  1.976e-06 12.200 10598.393 1800.041 2729.842 -0.91901 2182.198  898.871  900.000  44.538  5.091e-06  3.600e-06 0.98579  6.688e-06
23 4.755  7.370e-06  1.705e-06  1.787e-06 12.553 10598.071 1934.736 2851.776 -0.80328 2298.524  938.075  940.000  45.810  2.815e-06  2.815e-06 0.96517  4.823e-06
23 4.755  7.370e-06  1.705e-06  1.787e-06 12.247 10598.186 1833.414 2754.894 -0.91181 2188.376  938.488  940.000  44.609  2.467e-06  2.467e-06 0.98237  3.320e-06
23 4.755  7.370e-06  1.705e-06  1.787e-06 12.246 10598.316 1833.428 2754.805 -0.91211 2188.298  938.611  940.000  44.614  7.933e-06  1.984e-06 0.98461  1.067e-05
23 4.755  7.370e-06  1.705e-06  1.787e-06 12.248 10598.273 1833.557 2755.158 -0.91225 2188.393  938.669  940.000  44.599  5.624e-06  2.813e-06 0.98366  7.572e-06
24 4.956  1.142e-05  2.247e-06  2.300e-06 12.581 10597.984 1969.663 2875.853 -0.79967 2305.701  977.691  980.000  45.946  3.116e-06  3.116e-06 0.97471  5.394e-06
24 4.956  1.142e-05  2.247e-06  2.300e-06 12.579 10598.030 1969.380 2875.465 -0.79852 2305.257  977.870  980.000  45.946  3.487e-06  3.487e-06 0.97278  6.034e-06
24 4.956  1.142e-05  2.247e-06  2.300e-06 12.291 10598.204 1866.642 2779.609 -0.90590 2193.537  978.379  980.000  44.613  1.170e-05  4.139e-06 0.98363  1.610e-05
24 4.956  1.142e-05  2.247e-06  2.300e-06 12.293 10598.216 1867.048 2780.151 -0.90609 2193.841  978.554  980.000  44.605  9.739e-06  2.236e-06 0.97905  1.342e-05
25 5.159  6.992e-06  1.763e-06  1.763e-06 12.596 10597.983 2005.836 2899.360 -0.79812 2313.370 1017.623 1020.000  46.121  4.053e-06  4.054e-06 0.99451  7.033e-06
25 5.159  6.992e-06  1.763e-06  1.763e-06 12.607 10597.950 2005.822 2900.744 -0.79777 2313.282 1017.715 1020.000  46.036  9.473e-06  6.701e-06 0.97014  1.656e-05
25 5.159  6.992e-06  1.763e-06  1.763e-06 12.329 10598.100 1900.088 2804.000 -0.90025 2198.435 1018.126 1020.000  44.593  4.740e-06  2.737e-06 0.99179  6.657e-06
25 5.159  6.992e-06  1.763e-06  1.763e-06 12.329 10598.030 1900.722 2804.355 -0.90042 2199.097 1018.160 1020.000  44.615  8.275e-06  4.778e-06 0.99676  1.162e-05
25 5.159  6.992e-06  1.763e-06  1.763e-06 12.329 10598.091 1900.274 2804.073 -0.90022 2198.607 1018.164 1020.000  44.601  4.455e-06  1.576e-06 0.99425  6.255e-06
26 5.361  4.103e-06  1.794e-06  1.794e-06 12.619 10597.868 2041.201 2923.627 -0.79670 2319.902 1057.169 1060.000  46.139  1.168e-05  8.263e-06 1.01662  2.044e-05
26 5.361  4.103e-06  1.794e-06  1.794e-06 12.615 10597.790 2041.679 2923.417 -0.79690 2320.378 1057.219 1060.000  46.180  6.821e-06  6.823e-06 1.02088  1.190e-05
26 5.361  4.103e-06  1.794e-06  1.794e-06 12.371 10598.034 1934.909 2829.806 -0.89444 2204.139 1058.017 1060.000  44.527  2.543e-06  1.272e-06 1.01847  3.657e-06
27 5.562  5.979e-06  1.975e-06  1.975e-06 12.628 10597.631 2078.186 2947.310 -0.79670 2327.351 1097.084 1100.000  46.229  1.025e-05  1.025e-05 1.04862  1.790e-05
27 5.562  5.979e-06  1.975e-06  1.975e-06 12.641 10597.705 2078.309 2948.907 -0.79765 2327.293 1097.317 1100.000  46.145  8.274e-06  8.277e-06 1.03547  1.457e-05
27 5.562  5.979e-06  1.975e-06  1.975e-06 12.411 10597.980 1968.439 2854.667 -0.88738 2208.081 1097.686 1100.000  44.390  3.767e-06  1.685e-06 1.03220  5.548e-06
27 5.562  5.979e-06  1.975e-06  1.975e-06 12.410 10597.935 1968.278 2854.488 -0.88723 2207.902 1097.692 1100.000  44.389  4.191e-06  2.964e-06 1.03302  6.170e-06
27 5.562  5.979e-06  1.975e-06  1.975e-06 12.409 10598.023 1968.524 2854.467 -0.88752 2208.124 1097.746 1100.000  44.405  3.705e-06  3.705e-06 1.03322  5.449e-06
28 5.764  6.140e-06  2.248e-06  2.248e-06 12.652 10597.674 2114.570 2972.770 -0.79713 2333.770 1136.849 1140.000  46.141  1.227e-05  1.227e-05 1.04419  2.163e-05
28 5.764  6.140e-06  2.248e-06  2.248e-06 12.440 10597.919 2002.098 2878.486 -0.88137 2211.633 1137.391 1140.000  44.279  8.847e-06  6.257e-06 1.03370  1.326e-05
28 5.764  6.140e-06  2.248e-06  2.248e-06 12.444 10597.915 2002.098 2879.027 -0.88159 2211.618 1137.409 1140.000  44.250  4.430e-06  1.982e-06 1.02481  6.657e-06
28 5.764  6.140e-06  2.248e-06  2.248e-06 12.443 10597.957 2002.095 2878.945 -0.88166 2211.534 1137.505 1140.000  44.252  2.487e-06  2.487e-06 1.02640  3.736e-06
29 5.944  4.484e-06  2.480e-06  2.480e-06 12.472 10597.857 2032.929 2901.217 -0.87589 2215.034 1173.097 1180.000  44.116  2.435e-06  1.722e-06 1.02214  3.725e-06
29 5.944  4.484e-06  2.480e-06  2.480e-06 12.471 10597.892 2033.044 2901.123 -0.87596 2215.114 1173.149 1180.000  44.126  6.791e-06  4.804e-06 1.02116  1.038e-05
